frame.number,frame.time,tcp.srcport,tcp.dstport,nbns.flags.rcode
"2276","Dec  2, 2017 12:45:53.713199000 Eastern Standard Time","58220","8081",
"2277","Dec  2, 2017 12:45:53.713416000 Eastern Standard Time","58220","8081",
"2278","Dec  2, 2017 12:45:53.713498000 Eastern Standard Time","58220","8081",
"2279","Dec  2, 2017 12:45:53.714398000 Eastern Standard Time","58220","8081",
"2280","Dec  2, 2017 12:45:53.714771000 Eastern Standard Time","8081","58220",
"2281","Dec  2, 2017 12:45:53.734543000 Eastern Standard Time","8081","58220",
"2282","Dec  2, 2017 12:45:53.734868000 Eastern Standard Time","8081","58220",
"2283","Dec  2, 2017 12:45:53.927395000 Eastern Standard Time","58220","8081",
"2284","Dec  2, 2017 12:45:53.928104000 Eastern Standard Time","8081","58220",
"2285","Dec  2, 2017 12:45:53.933056000 Eastern Standard Time","58220","8081",
"2286","Dec  2, 2017 12:45:53.933146000 Eastern Standard Time","58220","8081",
"2287","Dec  2, 2017 12:45:53.933422000 Eastern Standard Time","8081","58220",
"2288","Dec  2, 2017 12:45:54.154730000 Eastern Standard Time","58220","8081",
"2289","Dec  2, 2017 12:45:54.155225000 Eastern Standard Time","58220","8081",
"2290","Dec  2, 2017 12:45:54.157060000 Eastern Standard Time","58220","8081",
"2291","Dec  2, 2017 12:45:54.194747000 Eastern Standard Time","8081","58220",
"2292","Dec  2, 2017 12:45:54.207209000 Eastern Standard Time","8081","58220",
"2293","Dec  2, 2017 12:45:54.207630000 Eastern Standard Time","8081","58220",
"2294","Dec  2, 2017 12:45:54.396449000 Eastern Standard Time","58220","8081",
"2295","Dec  2, 2017 12:45:54.396849000 Eastern Standard Time","8081","58220",
"2296","Dec  2, 2017 12:45:54.397309000 Eastern Standard Time","58220","8081",
"2297","Dec  2, 2017 12:45:54.397546000 Eastern Standard Time","8081","58220",
"2298","Dec  2, 2017 12:45:54.581494000 Eastern Standard Time","58220","8081",
"2299","Dec  2, 2017 12:45:54.581570000 Eastern Standard Time","58220","8081",
"2300","Dec  2, 2017 12:45:54.583894000 Eastern Standard Time","58220","8081",
"2301","Dec  2, 2017 12:45:54.584200000 Eastern Standard Time","8081","58220",
"2302","Dec  2, 2017 12:45:54.618247000 Eastern Standard Time","8081","58220",
"2303","Dec  2, 2017 12:45:54.618537000 Eastern Standard Time","8081","58220",
"2304","Dec  2, 2017 12:45:54.821043000 Eastern Standard Time","58220","8081",
"2305","Dec  2, 2017 12:45:54.821293000 Eastern Standard Time","58220","8081",
"2306","Dec  2, 2017 12:45:54.821365000 Eastern Standard Time","8081","58220",
"2307","Dec  2, 2017 12:45:54.821618000 Eastern Standard Time","8081","58220",
"2308","Dec  2, 2017 12:45:54.821701000 Eastern Standard Time","58220","8081",
"2309","Dec  2, 2017 12:45:55.014439000 Eastern Standard Time","58220","8081",
"2310","Dec  2, 2017 12:45:55.014927000 Eastern Standard Time","58220","8081",
"2311","Dec  2, 2017 12:45:55.017176000 Eastern Standard Time","58220","8081",
"2312","Dec  2, 2017 12:45:55.056965000 Eastern Standard Time","8081","58220",
"2313","Dec  2, 2017 12:45:55.063191000 Eastern Standard Time","8081","58220",
"2314","Dec  2, 2017 12:45:55.063306000 Eastern Standard Time","8081","58220",
"2315","Dec  2, 2017 12:45:55.063587000 Eastern Standard Time","8081","58220",
"2316","Dec  2, 2017 12:45:55.064053000 Eastern Standard Time","8081","58220",
"2317","Dec  2, 2017 12:45:55.251632000 Eastern Standard Time","58220","8081",
"2318","Dec  2, 2017 12:45:55.252212000 Eastern Standard Time","8081","58220",
"2319","Dec  2, 2017 12:45:55.254787000 Eastern Standard Time","58220","8081",
"2320","Dec  2, 2017 12:45:55.255121000 Eastern Standard Time","8081","58220",
"2321","Dec  2, 2017 12:45:55.455030000 Eastern Standard Time","58220","8081",
"2322","Dec  2, 2017 12:45:55.455424000 Eastern Standard Time","58220","8081",
"2323","Dec  2, 2017 12:45:55.457226000 Eastern Standard Time","58220","8081",
"2324","Dec  2, 2017 12:45:55.457925000 Eastern Standard Time","8081","58220",
"2325","Dec  2, 2017 12:45:55.510062000 Eastern Standard Time","8081","58220",
"2326","Dec  2, 2017 12:45:55.510512000 Eastern Standard Time","8081","58220",
"2327","Dec  2, 2017 12:45:55.718597000 Eastern Standard Time","58220","8081",
"2328","Dec  2, 2017 12:45:55.718678000 Eastern Standard Time","58220","8081",
"2329","Dec  2, 2017 12:45:55.718724000 Eastern Standard Time","58220","8081",
"2330","Dec  2, 2017 12:45:55.718898000 Eastern Standard Time","8081","58220",
"2331","Dec  2, 2017 12:45:55.719027000 Eastern Standard Time","8081","58220",
"2332","Dec  2, 2017 12:45:55.746663000 Eastern Standard Time","58220","8081",
"2333","Dec  2, 2017 12:45:55.951199000 Eastern Standard Time","58220","8081",
"2334","Dec  2, 2017 12:45:55.951278000 Eastern Standard Time","58220","8081",
"2335","Dec  2, 2017 12:45:55.952676000 Eastern Standard Time","58220","8081",
"2336","Dec  2, 2017 12:45:55.953016000 Eastern Standard Time","8081","58220",
"2337","Dec  2, 2017 12:45:55.987515000 Eastern Standard Time","8081","58220",
"2338","Dec  2, 2017 12:45:55.987808000 Eastern Standard Time","8081","58220",
"2339","Dec  2, 2017 12:45:55.988083000 Eastern Standard Time","8081","58220",
"2340","Dec  2, 2017 12:45:56.172086000 Eastern Standard Time","58220","8081",
"2341","Dec  2, 2017 12:45:56.172139000 Eastern Standard Time","58220","8081",
"2342","Dec  2, 2017 12:45:56.172209000 Eastern Standard Time","58220","8081",
"2343","Dec  2, 2017 12:45:56.172256000 Eastern Standard Time","58220","8081",
"2344","Dec  2, 2017 12:45:56.172415000 Eastern Standard Time","8081","58220",
"2345","Dec  2, 2017 12:45:56.393733000 Eastern Standard Time","58220","8081",
"2346","Dec  2, 2017 12:45:56.401262000 Eastern Standard Time","58220","8081",
"2347","Dec  2, 2017 12:45:56.428094000 Eastern Standard Time","8081","58220",
"2348","Dec  2, 2017 12:45:56.428421000 Eastern Standard Time","8081","58220",
"2349","Dec  2, 2017 12:45:56.428639000 Eastern Standard Time","8081","58220",
"2350","Dec  2, 2017 12:45:56.624768000 Eastern Standard Time","58220","8081",
"2351","Dec  2, 2017 12:45:56.624846000 Eastern Standard Time","58220","8081",
"2352","Dec  2, 2017 12:45:56.625076000 Eastern Standard Time","8081","58220",
"2353","Dec  2, 2017 12:45:56.628394000 Eastern Standard Time","58220","8081",
"2354","Dec  2, 2017 12:45:56.808407000 Eastern Standard Time","58220","8081",
"2355","Dec  2, 2017 12:45:56.811816000 Eastern Standard Time","58220","8081",
"2356","Dec  2, 2017 12:45:56.837058000 Eastern Standard Time","8081","58220",
"2357","Dec  2, 2017 12:45:56.837427000 Eastern Standard Time","8081","58220",
"2358","Dec  2, 2017 12:45:56.837639000 Eastern Standard Time","8081","58220",
"2359","Dec  2, 2017 12:45:57.036998000 Eastern Standard Time","58220","8081",
"2360","Dec  2, 2017 12:45:57.037520000 Eastern Standard Time","8081","58220",
"2361","Dec  2, 2017 12:45:57.037558000 Eastern Standard Time","58220","8081",
"2362","Dec  2, 2017 12:45:57.037929000 Eastern Standard Time","58220","8081",
"2363","Dec  2, 2017 12:45:57.037979000 Eastern Standard Time","58220","8081",
"2364","Dec  2, 2017 12:45:57.074929000 Eastern Standard Time","58220","8081",
"2365","Dec  2, 2017 12:45:57.232861000 Eastern Standard Time","58220","8081",
"2366","Dec  2, 2017 12:45:57.234098000 Eastern Standard Time","58220","8081",
"2367","Dec  2, 2017 12:45:57.254018000 Eastern Standard Time","8081","58220",
"2368","Dec  2, 2017 12:45:57.254353000 Eastern Standard Time","8081","58220",
"2369","Dec  2, 2017 12:45:57.254550000 Eastern Standard Time","8081","58220",
"2370","Dec  2, 2017 12:45:57.442356000 Eastern Standard Time","58220","8081",
"2371","Dec  2, 2017 12:45:57.442753000 Eastern Standard Time","58220","8081",
"2372","Dec  2, 2017 12:45:57.442875000 Eastern Standard Time","58220","8081",
"2373","Dec  2, 2017 12:45:57.443986000 Eastern Standard Time","58220","8081",
"2374","Dec  2, 2017 12:45:57.444034000 Eastern Standard Time","58220","8081",
"2375","Dec  2, 2017 12:45:57.445825000 Eastern Standard Time","58220","8081",
"2376","Dec  2, 2017 12:45:57.467599000 Eastern Standard Time","8081","58220",
"2377","Dec  2, 2017 12:45:57.467894000 Eastern Standard Time","8081","58220",
"2378","Dec  2, 2017 12:45:57.468051000 Eastern Standard Time","8081","58220",
"2379","Dec  2, 2017 12:45:57.691944000 Eastern Standard Time","58220","8081",
"2380","Dec  2, 2017 12:45:57.692023000 Eastern Standard Time","58220","8081",
"2381","Dec  2, 2017 12:45:57.702500000 Eastern Standard Time","58220","8081",
"2382","Dec  2, 2017 12:45:57.702624000 Eastern Standard Time","58220","8081",
"2383","Dec  2, 2017 12:45:57.702746000 Eastern Standard Time","58220","8081",
"2384","Dec  2, 2017 12:45:57.702868000 Eastern Standard Time","58220","8081",
"2385","Dec  2, 2017 12:45:57.722324000 Eastern Standard Time","8081","58220",
"2386","Dec  2, 2017 12:45:57.722526000 Eastern Standard Time","8081","58220",
"2387","Dec  2, 2017 12:45:57.722771000 Eastern Standard Time","8081","58220",
"2388","Dec  2, 2017 12:45:57.954587000 Eastern Standard Time","58220","8081",
"2389","Dec  2, 2017 12:45:57.954680000 Eastern Standard Time","58220","8081",
"2390","Dec  2, 2017 12:45:57.954754000 Eastern Standard Time","58220","8081",
"2391","Dec  2, 2017 12:45:57.954804000 Eastern Standard Time","58220","8081",
"2392","Dec  2, 2017 12:45:57.954878000 Eastern Standard Time","58220","8081",
"2393","Dec  2, 2017 12:45:57.958269000 Eastern Standard Time","58220","8081",
"2394","Dec  2, 2017 12:45:57.994875000 Eastern Standard Time","8081","58220",
"2395","Dec  2, 2017 12:45:58.008354000 Eastern Standard Time","8081","58220",
"2396","Dec  2, 2017 12:45:58.008462000 Eastern Standard Time","8081","58220",
"2397","Dec  2, 2017 12:45:58.008755000 Eastern Standard Time","8081","58220",
"2398","Dec  2, 2017 12:45:58.194860000 Eastern Standard Time","58220","8081",
"2399","Dec  2, 2017 12:45:58.194951000 Eastern Standard Time","58220","8081",
"2400","Dec  2, 2017 12:45:58.195756000 Eastern Standard Time","58220","8081",
"2401","Dec  2, 2017 12:45:58.196464000 Eastern Standard Time","58220","8081",
"2402","Dec  2, 2017 12:45:58.198756000 Eastern Standard Time","58220","8081",
"2403","Dec  2, 2017 12:45:58.201977000 Eastern Standard Time","58220","8081",
"2404","Dec  2, 2017 12:45:58.202468000 Eastern Standard Time","8081","58220",
"2405","Dec  2, 2017 12:45:58.233783000 Eastern Standard Time","8081","58220",
"2406","Dec  2, 2017 12:45:58.234189000 Eastern Standard Time","8081","58220",
"2407","Dec  2, 2017 12:45:58.234394000 Eastern Standard Time","8081","58220",
"2408","Dec  2, 2017 12:45:58.234681000 Eastern Standard Time","8081","58220",
"2409","Dec  2, 2017 12:45:58.428470000 Eastern Standard Time","58220","8081",
"2410","Dec  2, 2017 12:45:58.428759000 Eastern Standard Time","58220","8081",
"2411","Dec  2, 2017 12:45:58.428867000 Eastern Standard Time","58220","8081",
"2412","Dec  2, 2017 12:45:58.428921000 Eastern Standard Time","58220","8081",
"2413","Dec  2, 2017 12:45:58.428998000 Eastern Standard Time","58220","8081",
"2414","Dec  2, 2017 12:45:58.429079000 Eastern Standard Time","58220","8081",
"2415","Dec  2, 2017 12:45:58.447071000 Eastern Standard Time","8081","58220",
"2416","Dec  2, 2017 12:45:58.447274000 Eastern Standard Time","8081","58220",
"2417","Dec  2, 2017 12:45:58.447365000 Eastern Standard Time","8081","58220",
"2418","Dec  2, 2017 12:45:58.447729000 Eastern Standard Time","8081","58220",
"2419","Dec  2, 2017 12:45:58.659862000 Eastern Standard Time","58220","8081",
"2420","Dec  2, 2017 12:45:58.659983000 Eastern Standard Time","58220","8081",
"2421","Dec  2, 2017 12:45:58.660026000 Eastern Standard Time","58220","8081",
"2422","Dec  2, 2017 12:45:58.660108000 Eastern Standard Time","58220","8081",
"2423","Dec  2, 2017 12:45:58.661712000 Eastern Standard Time","58220","8081",
"2424","Dec  2, 2017 12:45:58.661764000 Eastern Standard Time","58220","8081",
"2425","Dec  2, 2017 12:45:58.702831000 Eastern Standard Time","8081","58220",
"2426","Dec  2, 2017 12:45:58.724157000 Eastern Standard Time","8081","58220",
"2427","Dec  2, 2017 12:45:58.724686000 Eastern Standard Time","8081","58220",
"2428","Dec  2, 2017 12:45:58.724986000 Eastern Standard Time","8081","58220",
"2429","Dec  2, 2017 12:45:58.930650000 Eastern Standard Time","58220","8081",
"2430","Dec  2, 2017 12:45:58.931959000 Eastern Standard Time","58220","8081",
"2431","Dec  2, 2017 12:45:58.932203000 Eastern Standard Time","58220","8081",
"2432","Dec  2, 2017 12:45:58.932327000 Eastern Standard Time","58220","8081",
"2433","Dec  2, 2017 12:45:58.932446000 Eastern Standard Time","58220","8081",
"2434","Dec  2, 2017 12:45:58.934621000 Eastern Standard Time","58220","8081",
"2435","Dec  2, 2017 12:45:58.936212000 Eastern Standard Time","8081","58220",
"2436","Dec  2, 2017 12:45:59.001571000 Eastern Standard Time","8081","58220",
"2437","Dec  2, 2017 12:45:59.001648000 Eastern Standard Time","8081","58220",
"2438","Dec  2, 2017 12:45:59.184139000 Eastern Standard Time","58220","8081",
"2439","Dec  2, 2017 12:45:59.184545000 Eastern Standard Time","58220","8081",
"2440","Dec  2, 2017 12:45:59.184869000 Eastern Standard Time","58220","8081",
"2441","Dec  2, 2017 12:45:59.185899000 Eastern Standard Time","58220","8081",
"2442","Dec  2, 2017 12:45:59.186436000 Eastern Standard Time","58220","8081",
"2443","Dec  2, 2017 12:45:59.189382000 Eastern Standard Time","58220","8081",
"2444","Dec  2, 2017 12:45:59.189907000 Eastern Standard Time","8081","58220",
"2445","Dec  2, 2017 12:45:59.223387000 Eastern Standard Time","8081","58220",
"2446","Dec  2, 2017 12:45:59.223724000 Eastern Standard Time","8081","58220",
"2447","Dec  2, 2017 12:45:59.223924000 Eastern Standard Time","8081","58220",
"2448","Dec  2, 2017 12:45:59.420699000 Eastern Standard Time","58220","8081",
"2449","Dec  2, 2017 12:45:59.420784000 Eastern Standard Time","58220","8081",
"2450","Dec  2, 2017 12:45:59.421146000 Eastern Standard Time","58220","8081",
"2451","Dec  2, 2017 12:45:59.421190000 Eastern Standard Time","58220","8081",
"2452","Dec  2, 2017 12:45:59.430011000 Eastern Standard Time","58220","8081",
"2453","Dec  2, 2017 12:45:59.467371000 Eastern Standard Time","8081","58220",
"2454","Dec  2, 2017 12:45:59.472698000 Eastern Standard Time","8081","58220",
"2455","Dec  2, 2017 12:45:59.473233000 Eastern Standard Time","8081","58220",
"2456","Dec  2, 2017 12:45:59.473521000 Eastern Standard Time","8081","58220",
"2457","Dec  2, 2017 12:45:59.664551000 Eastern Standard Time","58220","8081",
"2458","Dec  2, 2017 12:45:59.664720000 Eastern Standard Time","58220","8081",
"2459","Dec  2, 2017 12:45:59.664806000 Eastern Standard Time","58220","8081",
"2460","Dec  2, 2017 12:45:59.664921000 Eastern Standard Time","58220","8081",
"2461","Dec  2, 2017 12:45:59.664972000 Eastern Standard Time","58220","8081",
"2462","Dec  2, 2017 12:45:59.666327000 Eastern Standard Time","58220","8081",
"2463","Dec  2, 2017 12:45:59.666752000 Eastern Standard Time","8081","58220",
"2464","Dec  2, 2017 12:45:59.687239000 Eastern Standard Time","8081","58220",
"2465","Dec  2, 2017 12:45:59.687312000 Eastern Standard Time","8081","58220",
"2466","Dec  2, 2017 12:45:59.869608000 Eastern Standard Time","58220","8081",
"2467","Dec  2, 2017 12:45:59.870056000 Eastern Standard Time","58220","8081",
"2468","Dec  2, 2017 12:45:59.873551000 Eastern Standard Time","58220","8081",
"2469","Dec  2, 2017 12:45:59.893515000 Eastern Standard Time","8081","58220",
"2470","Dec  2, 2017 12:45:59.894044000 Eastern Standard Time","8081","58220",
"2471","Dec  2, 2017 12:45:59.894221000 Eastern Standard Time","8081","58220",
"2472","Dec  2, 2017 12:46:00.075763000 Eastern Standard Time","58220","8081",
"2473","Dec  2, 2017 12:46:00.076096000 Eastern Standard Time","58220","8081",
"2474","Dec  2, 2017 12:46:00.076748000 Eastern Standard Time","58220","8081",
"2475","Dec  2, 2017 12:46:00.077471000 Eastern Standard Time","58220","8081",
"2476","Dec  2, 2017 12:46:00.077523000 Eastern Standard Time","58220","8081",
"2477","Dec  2, 2017 12:46:00.079891000 Eastern Standard Time","58220","8081",
"2478","Dec  2, 2017 12:46:00.106871000 Eastern Standard Time","8081","58220",
"2479","Dec  2, 2017 12:46:00.106984000 Eastern Standard Time","8081","58220",
"2480","Dec  2, 2017 12:46:00.107394000 Eastern Standard Time","8081","58220",
"2481","Dec  2, 2017 12:46:00.291702000 Eastern Standard Time","58220","8081",
"2482","Dec  2, 2017 12:46:00.292032000 Eastern Standard Time","58220","8081",
"2483","Dec  2, 2017 12:46:00.292939000 Eastern Standard Time","58220","8081",
"2484","Dec  2, 2017 12:46:00.294816000 Eastern Standard Time","58220","8081",
"2485","Dec  2, 2017 12:46:00.334951000 Eastern Standard Time","8081","58220",
"2486","Dec  2, 2017 12:46:00.351217000 Eastern Standard Time","8081","58220",
"2487","Dec  2, 2017 12:46:00.351382000 Eastern Standard Time","8081","58220",
"2488","Dec  2, 2017 12:46:00.351540000 Eastern Standard Time","8081","58220",
"2489","Dec  2, 2017 12:46:00.351620000 Eastern Standard Time","8081","58220",
"2490","Dec  2, 2017 12:46:00.541793000 Eastern Standard Time","58220","8081",
"2491","Dec  2, 2017 12:46:00.542774000 Eastern Standard Time","58220","8081",
"2492","Dec  2, 2017 12:46:00.544028000 Eastern Standard Time","58220","8081",
"2493","Dec  2, 2017 12:46:00.544474000 Eastern Standard Time","8081","58220",
"2494","Dec  2, 2017 12:46:00.573472000 Eastern Standard Time","8081","58220",
"2495","Dec  2, 2017 12:46:00.573632000 Eastern Standard Time","8081","58220",
"2496","Dec  2, 2017 12:46:00.574004000 Eastern Standard Time","8081","58220",
"2497","Dec  2, 2017 12:46:00.775367000 Eastern Standard Time","58220","8081",
"2498","Dec  2, 2017 12:46:00.775449000 Eastern Standard Time","58220","8081",
"2499","Dec  2, 2017 12:46:00.775680000 Eastern Standard Time","58220","8081",
"2500","Dec  2, 2017 12:46:00.777069000 Eastern Standard Time","58220","8081",
"2501","Dec  2, 2017 12:46:00.777115000 Eastern Standard Time","58220","8081",
"2502","Dec  2, 2017 12:46:00.782965000 Eastern Standard Time","58220","8081",
"2503","Dec  2, 2017 12:46:00.815751000 Eastern Standard Time","8081","58220",
"2504","Dec  2, 2017 12:46:00.816195000 Eastern Standard Time","8081","58220",
"2505","Dec  2, 2017 12:46:01.011105000 Eastern Standard Time","58220","8081",
"2506","Dec  2, 2017 12:46:01.011204000 Eastern Standard Time","58220","8081",
"2507","Dec  2, 2017 12:46:01.011355000 Eastern Standard Time","58220","8081",
"2508","Dec  2, 2017 12:46:01.011403000 Eastern Standard Time","58220","8081",
"2509","Dec  2, 2017 12:46:01.011524000 Eastern Standard Time","58220","8081",
"2510","Dec  2, 2017 12:46:01.011601000 Eastern Standard Time","58220","8081",
"2511","Dec  2, 2017 12:46:01.052296000 Eastern Standard Time","8081","58220",
"2512","Dec  2, 2017 12:46:01.060554000 Eastern Standard Time","8081","58220",
"2513","Dec  2, 2017 12:46:01.060800000 Eastern Standard Time","8081","58220",
"2514","Dec  2, 2017 12:46:01.061043000 Eastern Standard Time","8081","58220",
"2515","Dec  2, 2017 12:46:01.061443000 Eastern Standard Time","8081","58220",
"2516","Dec  2, 2017 12:46:01.252496000 Eastern Standard Time","58220","8081",
"2517","Dec  2, 2017 12:46:01.253723000 Eastern Standard Time","58220","8081",
"2518","Dec  2, 2017 12:46:01.253855000 Eastern Standard Time","58220","8081",
"2519","Dec  2, 2017 12:46:01.253977000 Eastern Standard Time","58220","8081",
"2520","Dec  2, 2017 12:46:01.254100000 Eastern Standard Time","58220","8081",
"2521","Dec  2, 2017 12:46:01.254255000 Eastern Standard Time","58220","8081",
"2522","Dec  2, 2017 12:46:01.254833000 Eastern Standard Time","8081","58220",
"2523","Dec  2, 2017 12:46:01.284347000 Eastern Standard Time","8081","58220",
"2524","Dec  2, 2017 12:46:01.284466000 Eastern Standard Time","8081","58220",
"2525","Dec  2, 2017 12:46:01.284556000 Eastern Standard Time","8081","58220",
"2526","Dec  2, 2017 12:46:01.284842000 Eastern Standard Time","8081","58220",
"2527","Dec  2, 2017 12:46:01.511651000 Eastern Standard Time","58220","8081",
"2528","Dec  2, 2017 12:46:01.511815000 Eastern Standard Time","58220","8081",
"2529","Dec  2, 2017 12:46:01.516738000 Eastern Standard Time","58220","8081",
"2530","Dec  2, 2017 12:46:01.550692000 Eastern Standard Time","8081","58220",
"2531","Dec  2, 2017 12:46:01.550738000 Eastern Standard Time","8081","58220",
"2532","Dec  2, 2017 12:46:01.769684000 Eastern Standard Time","58220","8081",
"2533","Dec  2, 2017 12:46:01.769735000 Eastern Standard Time","58220","8081",
"2534","Dec  2, 2017 12:46:01.770096000 Eastern Standard Time","58220","8081",
"2535","Dec  2, 2017 12:46:01.775506000 Eastern Standard Time","58220","8081",
"2536","Dec  2, 2017 12:46:01.775995000 Eastern Standard Time","58220","8081",
"2537","Dec  2, 2017 12:46:01.779439000 Eastern Standard Time","58220","8081",
"2538","Dec  2, 2017 12:46:01.798929000 Eastern Standard Time","8081","58220",
"2539","Dec  2, 2017 12:46:01.799057000 Eastern Standard Time","8081","58220",
"2540","Dec  2, 2017 12:46:01.799178000 Eastern Standard Time","8081","58220",
"2541","Dec  2, 2017 12:46:02.005062000 Eastern Standard Time","58220","8081",
"2542","Dec  2, 2017 12:46:02.005185000 Eastern Standard Time","58220","8081",
"2543","Dec  2, 2017 12:46:02.005277000 Eastern Standard Time","58220","8081",
"2544","Dec  2, 2017 12:46:02.005349000 Eastern Standard Time","58220","8081",
"2545","Dec  2, 2017 12:46:02.006103000 Eastern Standard Time","58220","8081",
"2546","Dec  2, 2017 12:46:02.013994000 Eastern Standard Time","58220","8081",
"2547","Dec  2, 2017 12:46:02.035276000 Eastern Standard Time","8081","58220",
"2548","Dec  2, 2017 12:46:02.035528000 Eastern Standard Time","8081","58220",
"2549","Dec  2, 2017 12:46:02.035768000 Eastern Standard Time","8081","58220",
"2550","Dec  2, 2017 12:46:02.226629000 Eastern Standard Time","58220","8081",
"2551","Dec  2, 2017 12:46:02.227039000 Eastern Standard Time","58220","8081",
"2552","Dec  2, 2017 12:46:02.238346000 Eastern Standard Time","58220","8081",
"2553","Dec  2, 2017 12:46:02.267968000 Eastern Standard Time","8081","58220",
"2554","Dec  2, 2017 12:46:02.268218000 Eastern Standard Time","8081","58220",
"2555","Dec  2, 2017 12:46:02.268472000 Eastern Standard Time","8081","58220",
"2556","Dec  2, 2017 12:46:02.472929000 Eastern Standard Time","58220","8081",
"2557","Dec  2, 2017 12:46:02.473000000 Eastern Standard Time","58220","8081",
"2558","Dec  2, 2017 12:46:02.474676000 Eastern Standard Time","58220","8081",
"2559","Dec  2, 2017 12:46:02.516690000 Eastern Standard Time","8081","58220",
"2560","Dec  2, 2017 12:46:02.530377000 Eastern Standard Time","8081","58220",
"2561","Dec  2, 2017 12:46:02.530835000 Eastern Standard Time","8081","58220",
"2562","Dec  2, 2017 12:46:02.531199000 Eastern Standard Time","8081","58220",
"2563","Dec  2, 2017 12:46:02.773884000 Eastern Standard Time","58220","8081",
"2564","Dec  2, 2017 12:46:02.775188000 Eastern Standard Time","58220","8081",
"2565","Dec  2, 2017 12:46:02.775306000 Eastern Standard Time","58220","8081",
"2566","Dec  2, 2017 12:46:02.775394000 Eastern Standard Time","58220","8081",
"2567","Dec  2, 2017 12:46:02.775681000 Eastern Standard Time","58220","8081",
"2568","Dec  2, 2017 12:46:02.779109000 Eastern Standard Time","58220","8081",
"2569","Dec  2, 2017 12:46:02.779650000 Eastern Standard Time","8081","58220",
"2570","Dec  2, 2017 12:46:02.817466000 Eastern Standard Time","8081","58220",
"2571","Dec  2, 2017 12:46:02.817584000 Eastern Standard Time","8081","58220",
"2572","Dec  2, 2017 12:46:02.817756000 Eastern Standard Time","8081","58220",
"2573","Dec  2, 2017 12:46:02.818193000 Eastern Standard Time","8081","58220",
"2574","Dec  2, 2017 12:46:03.017654000 Eastern Standard Time","58220","8081",
"2575","Dec  2, 2017 12:46:03.024951000 Eastern Standard Time","58220","8081",
"2576","Dec  2, 2017 12:46:03.025039000 Eastern Standard Time","58220","8081",
"2577","Dec  2, 2017 12:46:03.025197000 Eastern Standard Time","58220","8081",
"2578","Dec  2, 2017 12:46:03.025327000 Eastern Standard Time","58220","8081",
"2579","Dec  2, 2017 12:46:03.025734000 Eastern Standard Time","58220","8081",
"2580","Dec  2, 2017 12:46:03.063655000 Eastern Standard Time","8081","58220",
"2581","Dec  2, 2017 12:46:03.065965000 Eastern Standard Time","8081","58220",
"2582","Dec  2, 2017 12:46:03.066500000 Eastern Standard Time","8081","58220",
"2583","Dec  2, 2017 12:46:03.066814000 Eastern Standard Time","8081","58220",
"2584","Dec  2, 2017 12:46:03.067027000 Eastern Standard Time","8081","58220",
"2585","Dec  2, 2017 12:46:03.067225000 Eastern Standard Time","8081","58220",
"2586","Dec  2, 2017 12:46:03.285688000 Eastern Standard Time","58220","8081",
"2587","Dec  2, 2017 12:46:03.286191000 Eastern Standard Time","58220","8081",
"2588","Dec  2, 2017 12:46:03.286394000 Eastern Standard Time","58220","8081",
"2589","Dec  2, 2017 12:46:03.286510000 Eastern Standard Time","58220","8081",
"2590","Dec  2, 2017 12:46:03.286595000 Eastern Standard Time","58220","8081",
"2591","Dec  2, 2017 12:46:03.286677000 Eastern Standard Time","58220","8081",
"2592","Dec  2, 2017 12:46:03.287042000 Eastern Standard Time","8081","58220",
"2593","Dec  2, 2017 12:46:03.328441000 Eastern Standard Time","8081","58220",
"2594","Dec  2, 2017 12:46:03.328681000 Eastern Standard Time","8081","58220",
"2595","Dec  2, 2017 12:46:03.328769000 Eastern Standard Time","8081","58220",
"2596","Dec  2, 2017 12:46:03.328927000 Eastern Standard Time","8081","58220",
"2597","Dec  2, 2017 12:46:03.329213000 Eastern Standard Time","8081","58220",
"2598","Dec  2, 2017 12:46:03.537632000 Eastern Standard Time","58220","8081",
"2599","Dec  2, 2017 12:46:03.538361000 Eastern Standard Time","58220","8081",
"2600","Dec  2, 2017 12:46:03.540456000 Eastern Standard Time","58220","8081",
"2601","Dec  2, 2017 12:46:03.540937000 Eastern Standard Time","58220","8081",
"2602","Dec  2, 2017 12:46:03.546354000 Eastern Standard Time","58220","8081",
"2603","Dec  2, 2017 12:46:03.546846000 Eastern Standard Time","8081","58220",
"2604","Dec  2, 2017 12:46:03.592196000 Eastern Standard Time","8081","58220",
"2605","Dec  2, 2017 12:46:03.592929000 Eastern Standard Time","8081","58220",
"2606","Dec  2, 2017 12:46:03.593136000 Eastern Standard Time","8081","58220",
"2607","Dec  2, 2017 12:46:03.801726000 Eastern Standard Time","58220","8081",
"2608","Dec  2, 2017 12:46:03.801797000 Eastern Standard Time","58220","8081",
"2609","Dec  2, 2017 12:46:03.801837000 Eastern Standard Time","58220","8081",
"2610","Dec  2, 2017 12:46:03.802756000 Eastern Standard Time","58220","8081",
"2611","Dec  2, 2017 12:46:03.802802000 Eastern Standard Time","58220","8081",
"2612","Dec  2, 2017 12:46:03.809628000 Eastern Standard Time","58220","8081",
"2613","Dec  2, 2017 12:46:03.812175000 Eastern Standard Time","8081","58220",
"2614","Dec  2, 2017 12:46:03.844724000 Eastern Standard Time","8081","58220",
"2615","Dec  2, 2017 12:46:03.845090000 Eastern Standard Time","8081","58220",
